D170  MVCL (10b)             : 30       -       -    54.07 45.94%   14.31   3.57
D171  MVCL (100b)            : 30       -       -    51.52 40.39%   13.63   3.40
D172  MVCL (250b)            : 30       -       -    63.45 25.36%   16.79   4.19
D173  MVCL (1kb)             : 30       -       -   125.32 30.97%   33.16   8.27
D174  MVCL (4kb)             : 30       -       -   478.81 35.82%  126.68  31.59
D175  MVCL (100b,pad)        : 30       -       -    45.44 46.46%   12.02   3.00
D176  MVCL (1kb,pad)         : 30       -       -    56.67 22.61%   14.99   3.74
D177  MVCL (4kb,pad)         : 30       -       -   148.13 30.66%   39.19   9.77
D178  MVCL (1kb,over1)       : 30       -       -    26.70 46.58%    7.06   1.76
D179  MVCL (1kb,over2)       : 30       -       -   210.06 30.81%   55.58  13.86
D215  DR R,R                 : 30       -       -    21.67 23.00%    5.73   1.43
D216  D R,m                  : 30       -       -    33.64 28.55%    8.90   2.22
D280  CLCL (100b,10b)        : 30       -       -   170.94 29.57%   45.23  11.28
D281  CLCL (4kb,10b)         : 30       -       -   155.65 41.75%   41.18  10.27
D282  CLCL (4kb,100b)        : 30       -       -  1355.92 22.67%  358.74  89.46
D283  CLCL (4kb,250b)        : 30       -       -  3301.38 38.11%  873.47 217.82
D290  CS R,R,m (eq,eq)       : 30       -       -    86.10 22.55%   22.78   5.68
D291  CS R,R,m (eq,ne)       : 30       -       -    81.14 38.29%   21.47   5.35
D292  CS R,R,m (ne)          : 30       -       -   916.95 13.39%  242.60  60.50
D295  CDS R,R,m (eq,eq)      : 30       -       -    84.76 28.93%   22.43   5.59
D296  CDS R,R,m (eq,ne)      : 30       -       -    88.27 29.11%   23.35   5.82
D297  CDS R,R,m (ne)         : 30       -       -   977.88 13.72%  258.72  64.52
D320  BALR R,R               : 30       -       -     7.72 74.60%    2.04   0.51
D321  BALR R,R (far)         : 30       -       -    24.04 71.21%    6.36   1.59
D322  BAL R,R                : 30       -       -    12.14 56.76%    3.21   0.80
D323  BAL R,R (far)          : 30       -       -    21.90 72.50%    5.79   1.45
D324  BASR R,R               : 30       -       -     7.10 68.21%    1.88   0.47
D325  BAS R,R                : 30       -       -    10.22 55.59%    2.70   0.67
D410  ED (10c)               : 30       -       -   224.61 37.34%   59.43  14.82
D411  ED (30c)               : 30       -       -   784.81 33.24%  207.64  51.78
D415  EDMK (10c)             : 30       -       -   207.45 27.40%   54.89  13.69
D426  DP m,m (10d)           : 30       -       -   854.22 22.62%  226.01  56.36
D427  DP m,m (30d)           : 30       -       -  2031.76 30.34%  537.55 134.05
D610  EX R,i (bare, via TM)  : 30       -       -    29.54 53.60%    7.82   1.95
D611  EX R,i (bare, via XI)  : 30       -       -    27.55 43.83%    7.29   1.82
D620  TS m (zero)            : 30       -       -    85.57 37.39%   22.64   5.65
D621  TS m (ones)            : 30       -       -   977.74 11.79%  258.69  64.51
