file name ----------------------------  GMUL  i-count  -- total time --   MIPS
T601  SPM R                  : 92     2.8     2.9     2.79  0.73%    1.34   0.37
T610  EX R,i (with TM)       : 92    30.6    31.2    30.57  0.72%   14.63   4.09
T611  EX R,i (with XI)       : 92    30.7    31.6    30.62  0.71%   14.66   4.10
T620  MVI;TS m (zero)        : 92    42.4    43.6    42.47  0.77%   20.33   5.68
T621  MVI;TS m (ones)        : 92   181.5   187.3   182.60  0.93%   87.41  24.44
T700  mix int RR basic       : 92     5.8     5.9     5.61  0.98%    2.68   0.75
T701  mix int RX             : 92    10.9    11.2    10.61  0.73%    5.08   1.42
T702  mix int RX (far)       : 92    10.9    11.2    10.62  0.78%    5.08   1.42
T703  mix int RR noopt       : 92     6.2     6.4     6.08  0.74%    2.91   0.81
T900  LR R,R (ig=1)          : 92     8.7     8.9     1.64  0.91%    0.78   0.22
T901  LR R,R (ig=2)          : 92     5.4     5.5     1.86  0.93%    0.89   0.25
T902  LR R,R (ig=3)          : 92     4.3     4.4     1.94  0.81%    0.93   0.26
T903  LR R,R (ig=4)          : 92     7.5     7.7     5.79  0.77%    2.77   0.78
T904  LR R,R (ig=5)          : 92     6.4     6.6     5.05  1.02%    2.42   0.68
T905  LR R,R (ig=6)          : 92     5.7     5.9     4.55  0.70%    2.18   0.61
T906  LR R,R (ig=7)          : 92     5.1     5.2     4.13  0.77%    1.98   0.55
T907  LR R,R (ig=8)          : 92     4.8     4.9     3.90  0.80%    1.87   0.52
T908  LR R,R (ig=9)          : 92     4.4     4.6     3.65  0.75%    1.75   0.49
T909  LR R,R (ig=10)         : 92     4.2     4.4     3.55  0.80%    1.70   0.47
T910  LR R,R (ig=12)         : 92     3.8     3.9     3.23  0.81%    1.55   0.43
T911  LR R,R (ig=18)         : 92     3.2     3.2     2.78  0.76%    1.33   0.37
T912  LR R,R (ig=25)         : 92     2.8     2.9     2.53  0.76%    1.21   0.34
T913  LR R,R (ig=36)         : 92     2.5     2.6     2.36  0.82%    1.13   0.32
T914  LR R,R (ig=50)         : 92     2.4     2.4     2.24  0.80%    1.07   0.30
T915  LR R,R (ig=72)         : 92     2.2     2.3     2.15  0.76%    1.03   0.29
T920  L R,m (ig=1)           : 92    13.1    13.4     6.02  0.94%    2.88   0.81
T921  L R,m (ig=2)           : 92    10.3    10.6     6.86  0.93%    3.29   0.92
T922  L R,m (ig=3)           : 92     9.5     9.7     7.20  0.86%    3.45   0.96
T923  L R,m (ig=4)           : 92    12.0    12.3    10.30  1.04%    4.93   1.38
T924  L R,m (ig=5)           : 92    11.0    11.3     9.64  0.80%    4.62   1.29
T925  L R,m (ig=6)           : 92    10.3    10.5     9.15  0.92%    4.38   1.22
T926  L R,m (ig=7)           : 92     9.8    10.1     8.90  0.95%    4.26   1.19
T927  L R,m (ig=8)           : 92     9.5     9.9     8.64  0.92%    4.14   1.16
T928  L R,m (ig=9)           : 92     9.3     9.5     8.60  0.75%    4.12   1.15
T929  L R,m (ig=10)          : 92     9.2     9.4     8.52  0.79%    4.08   1.14
T930  L R,m (ig=12)          : 92     8.7     9.0     8.23  1.05%    3.94   1.10
T931  L R,m (ig=18)          : 92     8.1     8.4     7.83  0.88%    3.75   1.05
T932  L R,m (ig=25)          : 92     7.9     8.2     7.70  0.70%    3.69   1.03
T933  L R,m (ig=36)          : 92     7.7     8.0     7.56  0.74%    3.62   1.01
T952  T700 1st  2            : 92    11.3    11.8     4.28  1.34%    2.05   0.57
T953  T700 1st  3            : 92    16.9    17.5     9.82  0.55%    4.70   1.31
T954  T700 1st  4            : 92    21.4    22.0    14.31  1.03%    6.85   1.92
T955  T700 1st  5            : 92    24.8    25.6    17.79  1.11%    8.52   2.38
T956  T700 1st  6            : 92    29.2    30.0    22.23  0.91%   10.64   2.98
T957  T700 1st  7            : 92    32.4    33.7    25.52  0.89%   12.22   3.42
T958  T700 1st  8            : 92    40.2    41.5    33.48  1.01%   16.03   4.48
T959  T700 1st  9            : 92    53.1    54.6    46.26  1.04%   22.15   6.19
T960  T700 1st 10            : 92    54.6    56.9    48.24  1.13%   23.09   6.46
T961  T700 1st 11            : 92    46.8    48.8    40.33  1.16%   19.31   5.40
T962  T700 1st 12            : 92    52.2    55.7    45.62  1.10%   21.84   6.11
T963  T700 1st 13            : 92    54.7    57.2    47.79  0.93%   22.88   6.40
T964  T700 1st 14            : 92    59.0    61.4    52.62  1.31%   25.19   7.04
T965  T700 1st 15            : 92    63.2    67.2    56.36  0.82%   26.98   7.54
T966  T700 1st 16            : 92    77.6    82.6    71.56  0.77%   34.26   9.58
T967  T700 1st 17            : 92    77.4    79.9    70.73  1.09%   33.86   9.47
T968  T700 1st 18            : 92    90.5    94.7    84.58  1.04%   40.49  11.32
T969  T700 1st 19            : 92    94.2    97.5    87.99  1.21%   42.12  11.78
T970  T700 1st 20            : 92    90.2    96.0    85.63  1.65%   40.99  11.46
T971  T700 1st 21            : 92    94.2    97.1    87.60  1.28%   41.94  11.72
T972  T700 1st 22            : 92   105.8   109.3    99.34  1.07%   47.56  13.30
T973  T700 1st 23            : 92   110.5   114.0   104.04  0.86%   49.81  13.92
T974  T700 1st 24            : 92   112.0   115.6   105.68  0.94%   50.59  14.14
T975  T700 1st 25            : 92   109.2   114.9   105.20  1.28%   50.36  14.08
T976  T700 1st 26            : 92   120.2   123.5   113.58  0.98%   54.37  15.20
T977  T700 1st 27            : 92   120.3   124.4   114.77  0.98%   54.94  15.36
T978  T700 1st 28            : 92   145.3   149.7   139.14  0.81%   66.61  18.62
T979  T700 1st 29            : 92   137.6   147.9   131.42  0.78%   62.91  17.59
T980  T700 1st 30            : 92   144.6   149.3   138.09  0.92%   66.10  18.48
T981  T700 1st 31            : 92   136.0   144.0   132.15  0.99%   63.26  17.69
T982  T700 1st 32            : 92   160.0   164.5   153.71  0.92%   73.58  20.57
T983  T700 1st 33            : 92   152.0   156.0   145.94  0.90%   69.86  19.53
T984  T700 1st 34            : 92   188.2   193.5   182.07  1.01%   87.16  24.37
T985  T700 1st 35            : 92   159.5   164.5   154.05  0.96%   73.74  20.62
T986  T700 1st 36            : 92   199.0   203.5   193.30  1.12%   92.53  25.87
T987  T700 1st 37            : 92   180.7   186.6   175.33  1.16%   83.93  23.47
T988  T700 1st 38            : 92   209.8   221.7   203.92  1.01%   97.62  27.29
T989  T700 1st 39            : 92   200.8   207.4   195.37  0.82%   93.53  26.15
T990  T700 1st 40            : 92   230.8   240.4   225.31  0.90%  107.86  30.15
D170  MVCL (10b)             : 92       -       -    24.92  1.53%   11.93   3.34
D171  MVCL (100b)            : 92       -       -    31.79  1.23%   15.22   4.25
D172  MVCL (250b)            : 92       -       -    40.94  1.28%   19.60   5.48
D173  MVCL (1kb)             : 92       -       -    96.68  0.93%   46.28  12.94
D174  MVCL (4kb)             : 92       -       -   325.75  0.94%  155.94  43.60
D175  MVCL (100b,pad)        : 92       -       -    19.89  1.31%    9.52   2.66
D176  MVCL (1kb,pad)         : 92       -       -    36.18  1.18%   17.32   4.84
D177  MVCL (4kb,pad)         : 92       -       -    97.64  1.10%   46.74  13.07
D178  MVCL (1kb,over1)       : 92       -       -    10.77  2.21%    5.16   1.44
D179  MVCL (1kb,over2)       : 92       -       -   103.63  1.06%   49.61  13.87
D215  DR R,R                 : 92       -       -    14.72  0.96%    7.04   1.97
D216  D R,m                  : 92       -       -    20.20  0.97%    9.67   2.70
D280  CLCL (100b,10b)        : 92       -       -    98.28  1.02%   47.05  13.15
D281  CLCL (4kb,10b)         : 92       -       -   100.88  0.96%   48.29  13.50
D282  CLCL (4kb,100b)        : 92       -       -   870.45  0.95%  416.69 116.50
D283  CLCL (4kb,250b)        : 92       -       -  2134.36  0.65% 1021.74 285.65
D290  CS R,R,m (eq,eq)       : 92       -       -    36.80  0.67%   17.62   4.93
D291  CS R,R,m (eq,ne)       : 92       -       -    36.84  1.11%   17.63   4.93
D292  CS R,R,m (ne)          : 92       -       -   174.66  0.81%   83.61  23.38
D295  CDS R,R,m (eq,eq)      : 92       -       -    39.36  0.96%   18.84   5.27
D296  CDS R,R,m (eq,ne)      : 92       -       -    39.40  0.91%   18.86   5.27
D297  CDS R,R,m (ne)         : 92       -       -   176.49  0.98%   84.49  23.62
D320  BALR R,R               : 92       -       -     6.61  2.25%    3.17   0.89
D321  BALR R,R (far)         : 92       -       -    29.02  1.25%   13.89   3.88
D322  BAL R,R                : 92       -       -     8.62  2.02%    4.13   1.15
D323  BAL R,R (far)          : 92       -       -    16.18  1.54%    7.75   2.17
D324  BASR R,R               : 92       -       -     6.79  1.79%    3.25   0.91
D325  BAS R,R                : 92       -       -     8.57  1.70%    4.10   1.15
D410  ED (10c)               : 92       -       -   129.41  0.92%   61.95  17.32
D411  ED (30c)               : 92       -       -   389.96  1.29%  186.68  52.19
D415  EDMK (10c)             : 92       -       -   132.04  0.91%   63.21  17.67
D426  DP m,m (10d)           : 92       -       -   442.87  0.92%  212.01  59.27
D427  DP m,m (30d)           : 92       -       -  1030.89  0.65%  493.50 137.97
D610  EX R,i (bare, via TM)  : 92       -       -    21.75  1.06%   10.41   2.91
D611  EX R,i (bare, via XI)  : 92       -       -    20.85  1.11%    9.98   2.79
D620  TS m (zero)            : 92       -       -    34.56  0.97%   16.54   4.63
D621  TS m (ones)            : 92       -       -   174.69  0.97%   83.63  23.38
